"","Title","Year","Length","Budget","LogBudget"
"4290","Spanking the Monkey",1994,100,"200000",5.30102999566398
"4291","Sparrows",1926,84,"463455",5.66600757192076
"4292","Spartacus",1960,198,"12000000",7.07918124604763
"4293","Spawn",1997,98,"40000000",7.60205999132796
"4294","Spawn of the Slithis",1978,86,"100000",5
"4295","Specialist, The",1994,110,"45000000",7.65321251377534
"4296","Species",1995,108,"35000000",7.54406804435028
"4297","Speed",1994,116,"28000000",7.44715803134222
"4298","Speed 2: Cruise Control",1997,121,"110000000",8.04139268515823
"4299","Speedway",1968,94,"1500000",6.17609125905568
"4300","Speedway Junky",1999,105,"1000000",6
"4301","Spellbound",1945,111,"1696377",6.22952237552971
"4302","Spelling Bee",2004,13,"20000",4.30102999566398
"4303","Sphere",1998,134,"80000000",7.90308998699194
"4304","Sphinx",1981,118,"14000000",7.14612803567824
"4305","Spice World",1997,93,"25000000",7.39794000867204
"4306","Spider",2002,94,"8000000",6.90308998699194
"4307","Spider Baby, or The Maddest Story Ever Told",1968,81,"65000",4.81291335664286
"4308","Spider-Man",2002,121,"139000000",8.14301480025409
"4309","Spider-Man 2",2004,127,"200000000",8.30102999566398
"4310","Spiders",2000,95,"2000000",6.30102999566398
"4311","Spies Like Us",1985,102,"22000000",7.34242268082221
"4312","Spin Cycle, The",2004,9,"5300",3.72427586960079
"4313","Spinal Tap: The Final Tour",1998,20,"50000",4.69897000433602
"4314","Spirit of America, The",2001,3,"60000",4.77815125038364
"4315","Spirit of St. Louis, The",1957,135,"6000000",6.77815125038364
"4316","Spirit: Stallion of the Cimarron",2002,86,"80000000",7.90308998699194
"4317","Spirithunter, The",2004,115,"100000",5
"4318","Spitfire Grill, The",1996,117,"6000000",6.77815125038364
"4319","Splash",1984,111,"8000000",6.90308998699194
"4320","Split Second",1992,90,"7000000",6.84509804001426
"4321","SpongeBob SquarePants Movie, The",2004,90,"30000000",7.47712125471966
"4322","Spook",2003,93,"1000000",6
"4323","Spotless",2005,90,"250000",5.39794000867204
"4324","Spring Fever",1982,100,"4300000",6.63346845557959
"4325","Spring Forward",1999,110,"2000000",6.30102999566398
"4326","Spudmonkey",2001,88,"1100000",6.04139268515823
"4327","Spun",2002,106,"2800000",6.44715803134222
"4328","Spy Game",2001,126,"92000000",7.96378782734556
"4329","Spy Hard",1996,81,"18000000",7.25527250510331
"4330","Spy Kids",2001,88,"35000000",7.54406804435028
"4331","Spy Kids 2: Island of Lost Dreams",2002,99,"39000000",7.5910646070265
"4332","Spy Kids 3-D: Game Over",2003,84,"39000000",7.5910646070265
"4333","Spy Who Loved Me, The",1977,123,"14000000",7.14612803567824
"4334","Squaw Man, The",1914,72,"15450",4.18892848376085
"4335","Squeeze",1997,102,"155000",5.19033169817029
"4336","St. Louis Kid, The",1934,67,"80000",4.90308998699194
"4337","St. Valentine's Day Massacre, The",1967,100,"1000000",6
"4338","Stacey",1973,81,"100000",5
"4339","Stag",1997,91,"3000000",6.47712125471966
"4340","Stage Door",1937,92,"952000",5.97863694838447
"4341","Stagecoach",1939,96,"531300",5.72533981590974
"4342","Stakeout on Dope Street",1958,89,"35000",4.54406804435028
"4343","Stalag 17",1953,116,"1315000",6.11892575282578
"4344","Stand by Me",1986,89,"8000000",6.90308998699194
"4345","Stand-In, The",1999,100,"400000",5.60205999132796
"4346","Standalone",2005,108,"245000",5.38916608436453
"4347","Standing by Yourself",2002,65,"1000",3
"4348","Stanley",1972,108,"125000",5.09691001300806
"4349","Stanley and Livingstone",1939,101,"2000000",6.30102999566398
"4350","Star Is Born, A",1937,111,"1173639",6.06953453267178
"4351","Star Is Born, A",1954,176,"5019770",6.70068381873483
"4352","Star Is Born, A",1976,139,"6000000",6.77815125038364
"4353","Star Kid",1997,101,"12000000",7.07918124604763
"4354","Star Trek III: The Search for Spock",1984,105,"17000000",7.23044892137827
"4355","Star Trek IV: The Voyage Home",1986,136,"25000000",7.39794000867204
"4356","Star Trek V: The Final Frontier",1989,107,"27800000",7.44404479591808
"4357","Star Trek VI: The Undiscovered Country",1991,113,"30000000",7.47712125471966
"4358","Star Trek the Experience: The Klingon Encounter",1998,4,"70000000",7.84509804001426
"4359","Star Trek: First Contact",1996,106,"45000000",7.65321251377534
"4360","Star Trek: Generations",1994,118,"35000000",7.54406804435028
"4361","Star Trek: Insurrection",1998,103,"58000000",7.76342799356294
"4362","Star Trek: Nemesis",2002,116,"70000000",7.84509804001426
"4363","Star Trek: The Motion Picture",1979,143,"35000000",7.54406804435028
"4364","Star Trek: The Wrath of Khan",1982,116,"11000000",7.04139268515823
"4365","Star Wars",1977,125,"11000000",7.04139268515823
"4366","Star Wars: Episode I - The Phantom Menace",1999,133,"115000000",8.06069784035361
"4367","Star Wars: Episode II - Attack of the Clones",2002,120,"120000000",8.07918124604763
"4368","Star Wars: Episode V - The Empire Strikes Back",1980,129,"18000000",7.25527250510331
"4369","Star Wars: Episode VI - Return of the Jedi",1983,135,"32500000",7.51188336097887
"4370","Star of Midnight",1935,90,"280000",5.44715803134222
"4371","Star!",1968,120,"14000000",7.14612803567824
"4372","Star-Crossed",2003,105,"2500",3.39794000867204
"4373","Stardust Memories",1980,91,"10000000",7
"4374","Stargate",1994,130,"55000000",7.74036268949424
"4375","Stark Raving Mad",2002,102,"5000000",6.69897000433602
"4376","Starkweather",2004,92,"1000000",6
"4377","Starman",1984,115,"24000000",7.38021124171161
"4378","Starship Troopers",1997,129,"95000000",7.97772360528885
"4379","Starsky & Hutch",2004,101,"60000000",7.77815125038364
"4380","State Fair",1962,118,"4500000",6.65321251377534
"4381","State of the Union",1948,124,"2600000",6.41497334797082
"4382","State's Evidence",2004,89,"400000",5.60205999132796
"4383","Statement, The",2003,120,"23000000",7.36172783601759
"4384","Stateside",2004,97,"16000000",7.20411998265593
"4385","Station Agent, The",2003,88,"500000",5.69897000433602
"4386","Stationery Games",2002,28,"2500",3.39794000867204
"4387","Statski sovetnik",2005,208,"4000000",6.60205999132796
"4388","Steagle, The",1971,87,"1850000",6.26717172840301
"4389","Steaks, The",2000,107,"1000",3
"4390","Steal Big Steal Little",1995,135,"35000000",7.54406804435028
"4391","Stealing Harvard",2002,82,"25000000",7.39794000867204
"4392","Steam Cloud Rising",2004,100,"25000",4.39794000867204
"4393","Steamboat Willie",1928,8,"4986",3.69775227416775
"4394","Steamboy",2004,126,"20000000",7.30102999566398
"4395","Steaming",1985,102,"3000000",6.47712125471966
"4396","Steel",1997,97,"16000000",7.20411998265593
"4397","Steel Helmet, The",1951,85,"103000",5.01283722470517
"4398","Steel Legends: Railroads of the Northeast",2000,60,"17500",4.24303804868629
"4399","Steel Spirit",2002,90,"20000",4.30102999566398
"4400","Stella Dallas",1925,110,"700000",5.84509804001426
"4401","Stepford Wives, The",2004,93,"90000000",7.95424250943933
"4402","Stepmom",1998,124,"50000000",7.69897000433602
"4403","Stereo",1969,65,"3500",3.54406804435028
"4404","Steven Spielberg's Movie",2001,25,"11000",4.04139268515823
"4405","Sticky Fingers of Time, The",1997,90,"250000",5.39794000867204
"4406","Stigmata",1999,103,"32000000",7.50514997831991
"4407","Still Lover",2003,5,"1000",3
"4408","Sting, The",1973,129,"5500000",6.74036268949424
"4409","Stir of Echoes",1999,99,"13000000",7.11394335230684
"4410","Stolen Summer",2002,91,"1500000",6.17609125905568
"4411","Story of Alexander Graham Bell, The",1939,98,"1500000",6.17609125905568
"4412","Story of Dr. Wassell, The",1944,140,"2720000",6.4345689040342
"4413","Story of Us, The",1999,95,"50000000",7.69897000433602
"4414","Story of Vernon and Irene Castle, The",1939,93,"1196000",6.07773117965239
"4415","Story of a Three-Day Pass, The",1968,87,"100000",5
"4416","Story of the Kelly Gang, The",1906,70,"2250",3.35218251811136
"4417","Straight Out of Brooklyn",1991,79,"450000",5.65321251377534
"4418","Straight Story, The",1999,112,"10000000",7
"4419","Straight to Hell",1987,86,"1000000",6
"4420","Strange Days",1995,145,"42000000",7.6232492903979
"4421","Strange Interlude",1932,109,"408000",5.61066016308988
"4422","Strangeland",1998,92,"2000000",6.30102999566398
"4423","Stranger Than Paradise",1983,89,"90000",4.95424250943933
"4424","Stranger on the Third Floor",1940,64,"171200",5.23350376034113
"4425","Strangers",2004,9,"1000",3
"4426","Strangers on a Train",1951,103,"1200000",6.07918124604763
"4427","Straw Dogs",1971,113,"3251794",6.51212302539159
"4428","Street Pirates",1994,94,"650000",5.81291335664286
"4429","Street Scene",1931,80,"584000",5.7664128471124
"4430","Streetcar Named Desire, A",1951,125,"1800000",6.25527250510331
"4431","Streets of Fire",1984,93,"14500000",7.16136800223498
"4432","Strike Up the Band",1940,120,"838661",5.92358644762148
"4433","Stripes",1981,106,"10000000",7
"4434","Striporama",1953,70,"40000",4.60205999132796
"4435","Striptease",1996,117,"50000000",7.69897000433602
"4436","Stryker's War",1985,84,"100000",5
"4437","Stuart Little",1999,81,"103000000",8.01283722470517
"4438","Stuart Little 2",2002,82,"120000000",8.07918124604763
"4439","Student Nurses, The",1970,89,"150000",5.17609125905568
"4440","Student Prince in Old Heidelberg, The",1927,106,"1205000",6.08098704691089
"4441","Student of Prague, The",2004,9,"8000",3.90308998699194
"4442","Stuff, The",1985,93,"1700000",6.23044892137827
"4443","Stupids, The",1996,94,"25000000",7.39794000867204
"4444","Sub Down",1997,93,"17000000",7.23044892137827
"4445","Sub terra",2003,105,"1200000",6.07918124604763
"4446","Submarine",1928,93,"150000",5.17609125905568
"4447","Subterraneans, The",1960,89,"931724",5.96928728249475
"4448","Suburbia",1984,94,"1000000",6
"4449","Suddenly, Last Summer",1959,114,"3000000",6.47712125471966
"4450","Sugar & Spice",2001,84,"11000000",7.04139268515823
"4451","Sugar Town",1999,92,"250000",5.39794000867204
"4452","Sugarland Express, The",1974,110,"3000000",6.47712125471966
"4453","Suicide Inc.",2001,10,"8000",3.90308998699194
"4454","Suicide Kings",1997,106,"5000000",6.69897000433602
"4455","Sullivan's Travels",1941,90,"689665",5.8386381864173
"4456","Sum of All Fears, The",2002,123,"68000000",7.83250891270624
"4457","Sumas y restas",2004,109,"1500000",6.17609125905568
"4458","Summer Catch",2001,105,"17000000",7.23044892137827
"4459","Summer Holiday",1948,93,"2258325",6.35378644226116
"4460","Summer Solstice",2003,111,"300000",5.47712125471966
"4461","Summer Sonata, A",2004,30,"2000",3.30102999566398
"4462","Summer of Sam",1999,142,"22000000",7.34242268082221
"4463","Summer's Gone",1999,96,"15000",4.17609125905568
"4464","Sunday",1997,94,"450000",5.65321251377534
"4465","Sunday Morning Stripper, The",2003,24,"22000",4.34242268082221
"4466","Sunset Blvd.",1950,115,"1752000",6.24353410183206
"4467","Sunshine Deli and Grocery, The",2000,93,"300000",5.47712125471966
"4468","Sunshine State",2002,141,"5600000",6.7481880270062
"4469","Super Mario Bros.",1993,104,"42000000",7.6232492903979
"4470","Super Size Me",2004,100,"300000",5.47712125471966
"4471","Super Troopers",2001,100,"3000000",6.47712125471966
"4472","Superbeast",1972,90,"275000",5.43933269383026
"4473","Supergirl",1984,150,"35000000",7.54406804435028
"4474","Superman",1941,10,"100000",5
"4475","Superman",1978,151,"55000000",7.74036268949424
"4476","Superman II",1980,127,"54000000",7.73239375982297
"4477","Superstar",1999,81,"14000000",7.14612803567824
"4478","Superstarlet A.D.",2000,70,"16000",4.20411998265593
"4479","Supervixens",1975,99,"250000",5.39794000867204
"4480","Surface Calm",2001,18,"15000",4.17609125905568
"4481","Surviving Picasso",1996,125,"16000000",7.20411998265593
"4482","Susan Lenox (Her Fall and Rise)",1931,76,"580000",5.76342799356294
"4483","Suspect Zero",2004,99,"27000000",7.43136376415899
"4484","Suspended Animation",2001,114,"1900000",6.27875360095283
"4485","Sutter's Gold",1936,94,"2000000",6.30102999566398
"4486","Suzy",1936,93,"614000",5.78816837114117
"4487","Svoi",2004,111,"2500000",6.39794000867204
"4488","Swamp Thing",1982,91,"3000000",6.47712125471966
"4489","Swarm, The",1978,156,"21000000",7.32221929473392
"4490","Sweepers",1999,93,"12500000",7.09691001300806
"4491","Sweet Angel Mine",1996,88,"5000000",6.69897000433602
"4492","Sweet Charity",1969,154,"20000000",7.30102999566398
"4493","Sweet Hideaway",2003,96,"350000",5.54406804435028
"4494","Sweet Home Alabama",2002,108,"38000000",7.57978359661681
"4495","Sweet November",2001,115,"40000000",7.60205999132796
"4496","Sweet Sweetback's Baad Asssss Song",1971,97,"150000",5.17609125905568
"4497","Sweetest Thing, The",2002,90,"43000000",7.63346845557959
"4498","Swept Away",2002,89,"10000000",7
"4499","Swimfan",2002,85,"8500000",6.92941892571429
"4500","Swimming with Sharks",1994,101,"700000",5.84509804001426
"4501","Swing Time",1936,103,"886000",5.94743372188705
"4502","Swingers",1996,96,"200000",5.30102999566398
"4503","Swinging Cheerleaders, The",1974,91,"150000",5.17609125905568
"4504","Swiri",1999,125,"5000000",6.69897000433602
"4505","Switchback",1997,118,"38000000",7.57978359661681
"4506","Switchblade Sisters",1975,91,"320000",5.50514997831991
"4507","Swoon",1992,80,"250000",5.39794000867204
"4508","Swordfish",2001,99,"80000000",7.90308998699194
"4509","Swordswallowers and Thin Men",2003,105,"2500",3.39794000867204
"4510","Sylvia Scarlett",1935,95,"1000000",6
"4511","Symphony of Six Million",1932,94,"270000",5.43136376415899
"4512","Sztuka spadania",2004,5,"100000",5
"4513","T2 3-D: Battle Across Time",1996,12,"60000000",7.77815125038364
"4514","THX 1138",1971,88,"777000",5.89042101880091
"4515","Tabu",1931,84,"150000",5.17609125905568
"4516","Tadpole",2002,78,"150000",5.17609125905568
"4517","Taegukgi hwinalrimyeo",2004,140,"12800000",7.10720996964787
"4518","Tai yang zhi zi",1990,84,"35000000",7.54406804435028
"4519","Tailor of Panama, The",2001,109,"18000000",7.25527250510331
"4520","Take Me Out to the Ball Game",1949,93,"1725970",6.23703324274206
"4521","Take Me Somewhere Nice",2004,17,"8000",3.90308998699194
"4522","Take a Giant Step",1959,100,"300000",5.47712125471966
"4523","Take the Money and Run",1969,85,"1500000",6.17609125905568
"4524","Tale of the Mummy",1998,119,"8000000",6.90308998699194
"4525","Talented Mr. Ripley, The",1999,139,"40000000",7.60205999132796
"4526","Tales from the Hood",1995,98,"6000000",6.77815125038364
"4527","Talk Radio",1988,110,"4000000",6.60205999132796
"4528","Talk to Taka",2000,12,"100000",5
"4529","Tall Tale",1995,98,"32000000",7.50514997831991
"4530","Taming of the Shrew, The",1929,63,"504000",5.70243053644553
"4531","Taming of the Shrew, The",1967,122,"4000000",6.60205999132796
"4532","Tang shan da xiong",1971,115,"100000",5
"4533","Tango & Cash",1989,104,"55000000",7.74036268949424
"4534","Tank Girl",1995,104,"25000000",7.39794000867204
"4535","Taras Bulba",1962,124,"7000000",6.84509804001426
"4536","Target Earth",1954,75,"85000",4.92941892571429
"4537","Targets",1968,90,"130000",5.11394335230684
"4538","Tart",2001,94,"3300000",6.51851393987789
"4539","Tarzan",1999,88,"150000000",8.17609125905568
"4540","Tarzan and His Mate",1934,104,"1279000",6.10687054447865
"4541","Tarzan and the Lost City",1998,83,"20000000",7.30102999566398
"4542","Tarzan and the Mermaids",1948,68,"1000000",6
"4543","Taste of Blood, A",1967,117,"65000",4.81291335664286
"4544","Tattooed Stranger, The",1950,64,"124000",5.09342168516223
"4545","Taxi Driver",1976,110,"1300000",6.11394335230684
"4546","Taxman, The",1999,104,"1000000",6
"4547","Tea with Mussolini",1999,117,"12000000",7.07918124604763
"4548","Tea with Tiffany",2003,6,"10000",4
"4549","Teacher's Pet",2004,74,"10000000",7
"4550","Teaching Mrs. Tingle",1999,96,"13000000",7.11394335230684
"4551","Team America: World Police",2004,98,"30000000",7.47712125471966
"4552","Tears of the Sun",2003,121,"70000000",7.84509804001426
"4553","Ted Bundy",2002,99,"1200000",6.07918124604763
"4554","Teen Wolf Too",1987,95,"3000000",6.47712125471966
"4555","Teenage Cave Man",1958,65,"70000",4.84509804001426
"4556","Teenage Monster",1958,65,"57000",4.75587485567249
"4557","Teenage Mutant Ninja Turtles",1990,93,"13500000",7.13033376849501
"4558","Teenage Mutant Ninja Turtles II: The Secret of the Ooze",1991,88,"25000000",7.39794000867204
"4559","Teenage Thunder",1957,78,"46000",4.66275783168157
"4560","Tehran 7:00 a.m.",2003,85,"500000",5.69897000433602
"4561","Tell Me That You Love Me",1983,91,"1000000",6
"4562","Tell Them Johnny Wadd Is Here",1975,74,"12000",4.07918124604763
"4563","Telling Lies in America",1997,101,"4000000",6.60205999132796
"4564","Temp, The",1993,99,"15000000",7.17609125905568
"4565","Temporary Girl",1998,90,"250000",5.39794000867204
"4566","Temptress, The",1926,106,"669000",5.82542611776782
"4567","Ten Commandments, The",1923,146,"1800000",6.25527250510331
"4568","Ten Commandments, The",1956,220,"13500000",7.13033376849501
